Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Typical Weekday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Typical Saturday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Average Typical Sunday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Weekday - AM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Weekday - Midday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Weekday - PM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Typical Weekday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Typical Saturday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Average Typical Sunday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Weekday - AM Peak,5:30 AM,9:15 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Weekday - Midday,9:15 AM,3:15 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Weekday - PM Peak,3:15 PM,7:15 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Typical Weekday,5:30 AM,7:30 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Typical Saturday,8:30 AM,11:30 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Average Typical Sunday,8:30 AM,8:30 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,7:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Typical Weekday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Typical Saturday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Average Typical Sunday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Weekday - Midday,9:00 AM,3:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Weekday - PM Peak,3:00 PM,7:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Typical Weekday,4:45 AM,9:41 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Typical Saturday,8:20 AM,9:02 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Average Typical Sunday,8:40 AM,8:14 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Weekday - AM Peak,5:55 AM,9:57 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Weekday - Midday,9:57 AM,2:55 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Weekday - PM Peak,2:55 PM,7:23 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Typical Weekday,4:32 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Typical Saturday,4:32 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Average Typical Sunday,9:27 AM,10:57 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Weekday - Midday,9:00 AM,3:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Typical Weekday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Typical Saturday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Average Typical Sunday,12:00 AM,12:00 AM
0001,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Annual Total,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Weekday - Other,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Typical Weekday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Typical Saturday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Average Typical Sunday,,
0001,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Annual Total,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Weekday - Other,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Weekday,4:55 AM,12:35 AM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Saturday,5:25 AM,12:35 AM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Average Typical Sunday,7:05 AM,9:15 PM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Annual Total,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Weekday,4:55 AM,12:23 AM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Saturday,5:25 AM,12:35 AM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Average Typical Sunday,7:05 AM,9:15 PM
0002,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Annual Total,,
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,4:30 AM,9:00 AM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:00 PM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,3:00 PM,6:00 PM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:30 AM,12:40 AM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Saturday,4:50 AM,12:40 AM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Average Typical Sunday,6:50 AM,8:30 PM
0002,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Annual Total,,
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Weekday - Other,,
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Weekday,6:00 AM,7:00 PM
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Saturday,7:00 AM,6:00 PM
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Average Typical Sunday,8:00 AM,5:00 PM
0002,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Annual Total,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Weekday - Other,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Weekday,3:45 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Saturday,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Average Typical Sunday,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Annual Total,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Weekday,3:45 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Saturday,5:45 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Average Typical Sunday,6:15 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Annual Total,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,2:00 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:00 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Weekday,3:32 AM,12:05 AM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Saturday,5:28 AM,12:19 AM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Average Typical Sunday,5:58 AM,11:05 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Annual Total,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Weekday - Other,,
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Weekday,12:00 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Saturday,12:00 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Average Typical Sunday,12:00 AM,11:59 PM
0003,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Annual Total,,
0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Annual Total,,
0T04,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Annual Total,,
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Weekday - AM Peak,,
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Weekday - Midday,,
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Weekday - PM Peak,,
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Weekday - Other,,
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Typical Weekday,4:40 AM,11:16 PM
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Typical Saturday,7:00 AM,9:56 PM
0005,City of Everett,Full Reporter,Urban,DR,DO,Average Typical Sunday,6:55 AM,9:35 PM
0005,City of Everett,Full Reporter,Urban,DR,DO,Annual Total,,
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:45 AM
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:45 AM,2:00 PM
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,2:00 PM,6:30 PM
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:36 AM,11:26 PM
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Typical Saturday,6:48 AM,10:05 PM
0005,City of Everett,Full Reporter,Urban,MB,DO,Average Typical Sunday,6:43 AM,9:45 PM
0005,City of Everett,Full Reporter,Urban,MB,DO,Annual Total,,
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Weekday - AM Peak,6:00 AM,9:00 AM
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Weekday - Midday,9:00 AM,3:00 PM
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Weekday - PM Peak,3:00 PM,6:40 PM
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Weekday - Other,,
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Typical Weekday,6:00 AM,7:00 PM
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Typical Saturday,,
0006,City of Yakima,Full Reporter,Urban,CB,PT,Average Typical Sunday,,
0006,City of Yakima,Full Reporter,Urban,CB,PT,Annual Total,,
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Typical Weekday,6:00 AM,7:00 PM
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Typical Saturday,8:30 AM,6:30 PM
0006,City of Yakima,Full Reporter,Urban,DR,PT,Average Typical Sunday,8:30 AM,4:00 PM
0006,City of Yakima,Full Reporter,Urban,DR,PT,Annual Total,,
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,4:00 PM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,4:00 PM,6:00 PM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Typical Weekday,6:00 AM,7:00 PM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Typical Saturday,8:30 AM,6:30 PM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Average Typical Sunday,8:30 AM,4:00 PM
0006,City of Yakima,Full Reporter,Urban,MB,DO,Annual Total,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Weekday - AM Peak,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Weekday - Midday,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Weekday - PM Peak,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Weekday - Other,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Typical Weekday,6:00 AM,7:00 PM
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Typical Saturday,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Average Typical Sunday,,
0006,City of Yakima,Full Reporter,Urban,VP,DO,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Typical Weekday,5:30 AM,12:00 AM
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Typical Saturday,6:30 AM,11:30 PM
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Average Typical Sunday,7:30 AM,11:30 PM
0007,Lane Transit District,Full Reporter,Urban,DR,PT,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Weekday - AM Peak,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Weekday - Midday,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Weekday - PM Peak,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Typical Weekday,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Typical Saturday,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Average Typical Sunday,,
0007,Lane Transit District,Full Reporter,Urban,DT,PT,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,7:30 AM,9:00 AM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,2:30 PM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,2:30 PM,6:00 PM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Typical Weekday,5:00 AM,12:30 AM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Typical Saturday,6:25 AM,11:50 PM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Average Typical Sunday,7:20 AM,9:30 PM
0007,Lane Transit District,Full Reporter,Urban,MB,DO,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Weekday - AM Peak,6:00 AM,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Weekday - Midday,,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Weekday - PM Peak,,6:55 PM
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Typical Weekday,6:00 AM,7:00 PM
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Typical Saturday,,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Average Typical Sunday,,
0007,Lane Transit District,Full Reporter,Urban,MB,PT,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Weekday - AM Peak,7:30 AM,9:00 AM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Weekday - Midday,9:00 AM,2:30 PM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Weekday - PM Peak,2:30 PM,6:00 PM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Typical Weekday,5:40 AM,12:50 AM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Typical Saturday,7:00 AM,11:45 PM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Average Typical Sunday,7:45 AM,9:30 PM
0007,Lane Transit District,Full Reporter,Urban,RB,DO,Annual Total,,
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Weekday - AM Peak,,
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Weekday - Midday,,
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Weekday - PM Peak,,
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Weekday - Other,,
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Typical Weekday,6:00 AM,7:00 PM
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Typical Saturday,6:00 AM,7:00 PM
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Average Typical Sunday,6:00 AM,7:00 PM
0007,Lane Transit District,Full Reporter,Urban,VP,PT,Annual Total,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Typical Weekday,4:01 AM,2:30 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Typical Saturday,4:27 AM,2:30 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Average Typical Sunday,4:27 AM,2:30 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Annual Total,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Weekday - AM Peak,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Weekday - Midday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Weekday - PM Peak,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Weekday - Other,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Typical Weekday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Typical Saturday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Average Typical Sunday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Annual Total,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Weekday - Midday,9:00 AM,3:30 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Weekday - PM Peak,3:30 PM,7:00 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Weekday - Other,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Typical Weekday,3:21 AM,2:04 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Typical Saturday,3:23 AM,2:23 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Average Typical Sunday,3:23 AM,2:11 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Annual Total,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Weekday - AM Peak,6:00 AM,9:00 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Weekday - Midday,9:00 AM,3:30 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Weekday - PM Peak,3:30 PM,7:00 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Weekday - Other,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Typical Weekday,4:01 AM,2:57 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Typical Saturday,4:27 AM,2:48 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Average Typical Sunday,4:27 AM,2:48 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Annual Total,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Weekday - AM Peak,5:16 AM,9:55 AM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Weekday - Midday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Weekday - PM Peak,3:28 PM,8:02 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Weekday - Other,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Typical Weekday,5:16 AM,8:02 PM
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Typical Saturday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Average Typical Sunday,,
0008,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Annual Total,,
0T09,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Annual Total,,
0T09,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Annual Total,,
0T10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Annual Total,,
0T10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Annual Total,,
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Weekday - AM Peak,,
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Weekday - Midday,,
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Weekday - PM Peak,,
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Weekday - Other,,
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Typical Weekday,4:53 AM,8:38 PM
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Typical Saturday,7:02 AM,6:50 PM
0011,Valley Regional Transit,Full Reporter,Urban,DR,PT,Average Typical Sunday,,
